Airport,total_flights,delay_rate,avg_delay,avg_temp,avg_wind,avg_precip,lat,lon,country,continent
JAX,29678,0.18811914549497943,12.60654356762585,21.67174337893389,11.057177033492824,0.17522744120223732,30.492469,-81.687813,US,
JFK,120770,0.20168088101349674,12.728260329552041,13.71821064833982,15.096089260577958,0.11215450857000911,40.639447,-73.779317,US,
JLN,609,0.1625615763546798,18.357963875205254,15.346141215106732,11.348768472906404,0.11756978653530377,37.151798,-94.498299,US,
JMS,575,0.13391304347826086,16.09391304347826,10.592869565217391,16.28782608695652,0.05947826086956522,46.92969894,-98.67819977,US,
JNU,4638,0.13993100474342388,1.5433376455368693,7.212181974989219,7.7532557136696845,0.37095730918499353,58.354935,-134.574416,US,
JST,714,0.18627450980392157,19.53361344537815,12.236274509803923,12.72563025210084,0.13207282913165266,40.31610107,-78.83390045,US,
KOA,16121,0.11202778983933999,4.373487997022517,24.930785931393835,7.075001550772285,0.1243161094224924,19.738783,-156.045603,US,OC
KTN,2460,0.15691056910569107,1.5357723577235773,9.310447154471545,13.411463414634145,0.3178048780487805,55.35559845,-131.7140045,US,
LAN,1280,0.21875,16.32421875,12.802734375,13.06015625,0.11195312500000001,42.777582,-84.585721,US,
LAR,604,0.13741721854304637,10.228476821192054,9.231953642384106,14.900165562913909,0.03410596026490066,41.31209946,-105.6750031,US,
LAS,186853,0.23499221313010762,12.805162346871604,22.65893349317378,11.066372496026288,0.013471017323778586,36.083361,-115.151817,US,
LAW,1049,0.1601525262154433,13.587225929456626,18.92049571020019,14.55252621544328,0.06053384175405148,34.567699,-98.416603,US,
LAX,191903,0.1800805615336915,10.195468544004003,16.633967160492542,11.98410811712167,0.04586119028884384,33.942501,-118.407997,US,
LBB,6084,0.16420118343195267,10.439184746877055,18.65473372781065,15.698652202498357,0.039792899408284024,33.663601,-101.822998,US,
LBE,561,0.16399286987522282,4.996434937611408,16.755258467023175,11.519786096256684,0.15311942959001784,40.275902,-79.4048,US,
LBF,616,0.1185064935064935,7.498376623376624,12.08896103896104,14.111850649350648,0.05113636363636364,41.12620163,-100.6839981,US,
LBL,545,0.1688073394495413,10.429357798165137,19.586422018348625,16.57467889908257,0.04091743119266055,37.0442009,-100.9599991,US,
LCH,1059,0.18413597733711048,21.098205854579792,22.146458923512746,12.365533522190747,0.1813975448536355,30.12610054,-93.22329712,US,
LCK,932,0.2478540772532189,16.584763948497855,17.11137339055794,11.50675965665236,0.13025751072961375,39.813801,-82.927803,US,
LEX,8993,0.17424663627265652,11.718225286333816,15.296397197820527,10.956844212165016,0.14977204492382964,38.035066,-84.606738,US,
LFT,3176,0.18293450881612092,15.798488664987406,21.81212216624685,11.78249370277078,0.21876574307304786,30.205299,-91.987602,US,
LGA,158152,0.17929586726693308,10.579164348221964,14.279033461480097,13.256704309777936,0.1141939400070818,40.777199,-73.872597,US,
LGB,17530,0.1667997718197376,7.373074729035938,18.843696520250997,9.1368910439247,0.05771819737592698,33.816523,-118.149891,US,
LIH,15792,0.11220871327254306,3.393743667679838,24.05595238095238,16.580072188449847,0.19568135764944275,21.974393,-159.337146,US,OC
LIT,12501,0.19230461563074955,12.409407247420207,18.786049116070714,10.351931845452365,0.17583393328533717,34.729222,-92.223591,US,
LNK,1843,0.17580032555615843,13.271296798697776,17.02539338035811,14.26321215409658,0.061801410743353234,40.844882,-96.76178,US,
LRD,1760,0.18409090909090908,13.60965909090909,26.331647727272724,14.747954545454546,0.046875,27.5438,-99.461601,US,
LSE,325,0.14153846153846153,10.018461538461539,15.028615384615385,10.84676923076923,0.1286153846153846,43.879002,-91.256699,US,
LWS,1091,0.10999083409715857,11.284142988084326,11.226764436296975,5.594225481209899,0.07470210815765353,46.37450027,-117.0149994,US,
MAF,9327,0.16854293985204247,9.707086951860191,21.199978556877884,16.47309960330224,0.02533504878310282,31.942499,-102.202003,US,
MBS,2175,0.18804597701149425,13.983448275862068,12.180183908045978,13.713655172413793,0.10280459770114943,43.533181,-84.083104,US,
MCI,49167,0.17058189436003823,9.520654097260358,15.49515935485183,13.130347590863792,0.11798564077531677,39.301699,-94.713893,US,
MCO,156258,0.24518424656657578,15.85281393592648,22.94958594119981,10.412524798730304,0.1885279473690947,28.42939949,-81.30899811,US,
MCW,602,0.19933554817275748,24.732558139534884,11.862956810631228,16.176411960132892,0.0792358803986711,43.159801,-93.329716,US,
MDT,5294,0.185304117869286,13.38288628636192,14.332244049867773,10.207215715904798,0.11386475255005665,40.192838,-76.762333,US,
MDW,78480,0.24403669724770644,12.875879204892966,13.740699541284405,13.837494903160042,0.1259633027522936,41.785999,-87.752403,US,
MEI,607,0.14991762767710048,13.215815485996705,19.4168039538715,9.444481054365733,0.17462932454695224,32.3326,-88.7519,US,
MEM,22267,0.1685453810571698,10.800646696905735,18.234993488121436,11.910365114294695,0.18520231733057888,35.043845,-89.97634,US,
MFE,4592,0.19250871080139373,15.178135888501743,25.585648954703835,13.990004355400696,0.07926829268292683,26.176141,-98.237965,US,
MFR,4320,0.15416666666666667,10.741435185185185,14.06486111111111,4.972754629629629,0.14733796296296298,42.374199,-122.873001,US,
MGM,2580,0.1941860465116279,14.335271317829458,20.753488372093024,10.125891472868217,0.18434108527131784,32.300598,-86.393997,US,
MGW,37,0.40540540540540543,72.62162162162163,2.554054054054054,11.57027027027027,0.05405405405405406,39.643305,-79.917598,US,
MHK,962,0.1340956340956341,7.027027027027027,15.618814968814968,13.826923076923077,0.09261954261954261,39.14099884,-96.67079926,US,
MHT,5571,0.17142344282893557,9.931789624842937,12.870382337102853,10.518470651588585,0.10227966253814395,42.932598,-71.435699,US,
MIA,107722,0.2706318115148252,19.467490391934795,24.97586472586844,12.533533540038247,0.24765507510072224,25.796011,-80.289751,US,
MKE,28241,0.1705676144612443,10.842392266562799,11.412828865833363,16.21516589355901,0.12017279841365391,42.947201,-87.896599,US,
MLB,2763,0.1498371335504886,5.950054288816504,24.14676076728194,13.444770177343468,0.19985522982265655,28.102009,-80.641088,US,
MLI,4184,0.17782026768642448,13.498565965583174,12.859058317399619,12.820530592734226,0.09137189292543021,41.448502,-90.5075,US,
MLU,1997,0.16925388082123186,11.738107160741112,20.567100650976464,10.038557836755134,0.15332999499248873,32.510899,-92.037697,US,
MOB,2560,0.14765625,9.034765625,21.3126953125,10.993984375,0.175546875,30.6912,-88.242798,US,
MOT,2328,0.16537800687285223,14.32946735395189,7.89819587628866,14.675558419243986,0.052448453608247424,48.25801,-101.279123,US,
MQT,834,0.18705035971223022,11.181055155875299,10.579976019184652,12.936810551558752,0.12326139088729017,46.351498,-87.395884,US,
MRY,4635,0.161596548004315,11.230636461704423,15.33546925566343,9.262891046386192,0.059460625674217914,36.586777,-121.844183,US,
MSN,11605,0.16699698405859542,12.278586816027575,11.465566566135285,13.23052132701422,0.12917707884532528,43.1399,-89.337502,US,
MSO,4112,0.17290856031128404,11.902480544747082,12.893920233463035,6.821060311284047,0.05775778210116732,46.915816,-114.091107,US,
MSP,125365,0.17488932317632513,9.99874765684202,11.059633869102221,11.701040162724842,0.13097834323774576,44.880081,-93.221741,US,
MSY,49343,0.21918002553553695,14.102486674908295,22.167764424538436,12.696941815455078,0.2573941592525789,29.993401,-90.264673,US,
MTJ,2820,0.19858156028368795,12.347517730496454,13.789290780141846,8.206950354609928,0.03088652482269504,38.5098,-107.893997,US,
MYR,15652,0.18368259647329416,9.821875798619985,21.379408382315358,12.817876309736775,0.20693841042678252,33.679699,-78.928299,US,
OAJ,1775,0.14309859154929577,10.60281690140845,19.03245070422535,10.613295774647886,0.18630985915492956,34.829201,-77.612099,US,
OAK,41030,0.19390689739215208,8.537996587862539,15.508900804289544,9.787477455520351,0.0968632707774799,37.720085,-122.221184,US,
OGG,26227,0.11663552827239104,3.798299462386091,25.97788538528997,23.616299996187134,0.03877683303465894,20.896263,-156.431837,US,OC
OKC,22517,0.15979038060132345,9.008349247235422,18.90392592263623,16.12921792423502,0.10168761380290446,35.393388,-97.598248,US,
OMA,23429,0.17858209910794315,11.139527935464596,13.813461948866788,14.859878782705193,0.07659311110162619,41.3032,-95.894096,US,
OME,351,0.1737891737891738,-1.0598290598290598,-0.558974358974359,14.318803418803418,0.12621082621082622,64.5121994,-165.4450073,US,
ONT,25898,0.16302417175071435,8.885049038535794,19.420453316858445,8.582797899451695,0.05916286971966948,34.056,-117.600998,US,
ORD,275505,0.22102321191992885,15.138690767862652,13.303776337997496,12.92008892760567,0.11665087747953758,41.9786,-87.9048,US,
ORF,20704,0.18875579598145287,12.591962905718702,17.141842156105103,14.521619010819164,0.12606259659969088,36.895341,-76.201,US,
ORH,1351,0.22427831236121393,15.909696521095485,14.068541820873426,12.866691339748336,0.13989637305699482,42.2673,-71.875702,US,
OTH,339,0.336283185840708,35.424778761061944,15.66047197640118,15.453097345132745,0.13805309734513274,43.417099,-124.2460022,US,
OTZ,343,0.10204081632653061,-2.2798833819241984,-3.1256559766763847,20.140233236151605,0.054227405247813415,66.88469696,-162.598999,US,
PAE,1028,0.12354085603112841,2.257782101167315,10.097762645914397,10.15875486381323,0.15865758754863812,47.9063,-122.281998,US,
PBG,479,0.30062630480167013,27.609603340292274,8.72776617954071,11.094154488517747,0.1870563674321503,44.650902,-73.468102,US,
PBI,28875,0.2333852813852814,16.76782683982684,24.619916883116883,14.868803463203463,0.2189818181818182,26.683201,-80.095596,US,
PDX,58710,0.16181229773462782,8.15017884517118,12.543978879236928,9.664535854198604,0.1858661216147164,45.588699,-122.598,US,
PGD,6202,0.20815865849725895,11.60480490164463,23.542728152208966,11.750177362141246,0.16747823282811997,26.9202,-81.990501,US,
PHL,98710,0.21679667713504205,14.92891297740857,16.161732347279912,11.607841150845912,0.11068787356904063,39.871899,-75.241096,US,
PHX,191868,0.20041903808868597,10.890951070527654,25.07723591218963,9.289349969770884,0.017022640565388703,33.435302,-112.005905,US,
PIA,3675,0.20489795918367346,14.481632653061224,13.557578231292517,12.849034013605442,0.09374149659863945,40.663841,-89.692631,US,
PIB,606,0.16336633663366337,11.387788778877887,22.987458745874587,9.392904290429044,0.16155115511551157,31.4671,-89.337097,US,
PIE,8062,0.20503597122302158,10.122054080873232,24.06556685685934,12.464003969238403,0.16132473331679484,27.9102,-82.687401,US,
PIH,700,0.047142857142857146,-3.0785714285714287,10.16842857142857,11.45742857142857,0.04642857142857143,42.90980148,-112.5960007,US,
PIT,43139,0.16349474953058718,9.133359604997798,13.471290479612415,10.667896798720417,0.13259231785623218,40.491501,-80.232903,US,
PLN,830,0.1891566265060241,12.471084337349398,12.959036144578313,12.321927710843374,0.08036144578313253,45.57089996,-84.79669952,US,
PNS,13160,0.1967325227963526,14.104559270516717,22.078495440729483,12.744794832826747,0.2364969604863222,30.472718,-87.186639,US,
PPG,125,0.192,19.992,27.0448,22.9544,0.304,-14.331,-170.710007,AS,OC
PQI,116,0.12931034482758622,6.637931034482759,2.0913793103448275,11.418103448275861,0.0853448275862069,46.688999,-68.0448,US,
PRC,725,0.20551724137931035,23.688275862068966,16.66344827586207,10.472689655172413,0.023586206896551727,34.653502,-112.419883,US,
PSC,5198,0.12870334744132358,6.265871489034244,14.014274721046556,9.534878799538285,0.04399769141977684,46.264702,-119.119003,US,
PSE,923,0.19284940411700974,8.075839653304442,25.700325027085594,9.786565547128927,0.0685807150595883,18.008301,-66.563004,PR,
PSG,709,0.12834978843441466,-1.3667136812411849,8.944146685472496,8.701551480959097,0.3471086036671368,56.80170059,-132.9450073,US,
PSM,364,0.18681318681318682,16.826923076923077,11.452747252747253,11.575274725274724,0.13873626373626374,43.0779,-70.823303,US,
PSP,13632,0.17194835680751175,8.573356807511738,23.002963615023475,8.997586561032865,0.03486649061032864,33.8297,-116.507004,US,
PVD,14643,0.16943249334152838,11.477497780509458,13.103161920371509,13.957932117735437,0.12989824489517174,41.725038,-71.425668,US,
PVU,2167,0.16151361329026304,12.556068297185048,10.590678357175818,6.6505768343331795,0.05666820489155514,40.218894,-111.722445,US,
PWM,11392,0.17433286516853932,13.079792837078651,13.589527738764044,10.825052668539326,0.11009480337078652,43.646198,-70.309303,US,
RAP,5154,0.1658905704307334,12.172293364377182,13.704967015909972,15.461350407450524,0.04320915793558401,44.04529953,-103.0569992,US,
RDD,1477,0.13676371022342587,8.7136086662153,20.7758970886933,9.089505754908599,0.12836831415030467,40.50899887,-122.2929993,US,
RDM,5795,0.17842968075927523,15.31009490940466,11.27718723037101,11.56895599654875,0.07214840379637619,44.254101,-121.150002,US,
RDU,60267,0.1942190585229064,12.965138467154496,17.420155308875504,9.849275723032505,0.12095674249589328,35.878659,-78.7873,US,
RFD,825,0.22666666666666666,20.60121212121212,12.522666666666668,13.034666666666666,0.09915151515151514,42.1954,-89.097198,US,
RHI,820,0.17317073170731706,8.663414634146342,9.256585365853658,12.512804878048781,0.0698780487804878,45.63119888,-89.46749878,US,
RIC,17990,0.19071706503613117,12.404947192884936,16.484213451917732,10.058493607559754,0.10285158421345192,37.505199,-77.319702,US,
RIW,609,0.11001642036124795,12.366174055829228,8.899178981937602,8.188669950738916,0.017898193760262728,43.064201,-108.459999,US,
RKS,615,0.10894308943089431,17.014634146341464,7.144390243902439,11.01349593495935,0.02308943089430894,41.5942,-109.065001,US,
RNO,20700,0.17444444444444446,10.468937198067632,13.960106280193237,7.301367149758454,0.03635265700483092,39.4991,-119.767998,US,
ROA,2873,0.19387399930386356,15.537417333797425,14.121441002436478,8.993873999303863,0.11733379742429517,37.3255,-79.975403,US,
ROC,11708,0.18448923812777587,11.643406217970618,11.633131192347115,11.747642637512811,0.12277929620772121,43.1189,-77.672401,US,
ROW,935,0.21711229946524063,22.571122994652406,19.60855614973262,12.257219251336899,0.013903743315508022,33.301601,-104.530998,US,
RST,1402,0.1718972895863053,11.406562054208274,10.631241084165477,14.728958630527817,0.08573466476462197,43.908298,-92.5,US,
RSW,33972,0.2039032144118686,13.396532438478747,23.87011067938302,11.460108324502531,0.21922465559872836,26.534685,-81.752816,US,
SAF,2858,0.18894331700489853,13.700139958012596,15.001049685094472,14.116235129461161,0.03897830650804759,35.6171,-106.088997,US,
SAN,93175,0.21862087469814864,12.751682318218407,17.604257579822914,10.271569627045881,0.0400364904749128,32.733601,-117.190002,US,
SAT,41048,0.1846862210095498,11.586873903722472,22.776410543753652,11.410782498538296,0.11645147144806081,29.533701,-98.469803,US,
SAV,18804,0.18852371835779622,12.185758349287386,20.581860242501595,10.740980642416506,0.19330461603914062,32.126591,-81.19998,US,
SBA,7368,0.16653094462540716,11.670602605863191,19.108482627578717,6.225461454940282,0.04615906623235614,34.426201,-119.839996,US,
SBN,6566,0.2091075236064575,14.88272921108742,11.78091684434968,13.485013706975328,0.12549497410904661,41.708304,-86.316922,US,
SBP,5180,0.1555984555984556,10.944015444015443,16.18685328185328,8.468494208494208,0.055096525096525094,35.23680115,-120.6419983,US,
SCC,552,0.09782608695652174,-7.032608695652174,-7.317028985507246,18.75199275362319,0.030072463768115943,70.19470215,-148.4649963,US,
SCE,561,0.19073083778966132,10.934046345811051,14.416221033868093,10.4825311942959,0.1035650623885918,40.849374,-77.84852,US,
SCK,513,0.34502923976608185,24.594541910331383,20.471345029239764,10.336257309941521,0.0668615984405458,37.893279,-121.238079,US,
SDF,23809,0.1618295602503255,9.66227056995254,16.083573438615648,10.426149775295057,0.14620521651476331,38.1706,-85.735076,US,
SEA,161520,0.20515725606736007,9.484181525507678,12.098615032194155,11.033633605745418,0.1540205547300644,47.447943,-122.310276,US,
SFB,9321,0.2320566462825877,12.335693595107822,23.329900225297713,10.320512820512821,0.20406608732968565,28.774277,-81.234626,US,
SFO,132846,0.23323246465832617,14.455836080875601,15.208680728061063,12.13613959020219,0.07689881516944433,37.619806,-122.374821,US,
SGF,9154,0.21553419270264365,16.486017041730392,16.788398514310686,11.674382783482631,0.11550142014419926,37.245047,-93.388596,US,
SGU,3009,0.10667996011964108,5.673978065802592,19.46580259222333,8.365270854104352,0.020438683948155532,37.036389,-113.510306,US,
SHR,715,0.08251748251748252,3.0685314685314684,7.153146853146853,6.321258741258741,0.028671328671328673,44.76919937,-106.9800034,US,
SHV,4397,0.1778485330907437,13.300432112804184,21.034455310438936,10.538708210143279,0.16302024107345917,32.446602,-93.8256,US,
SIT,1387,0.13410237923576063,1.512617159336698,8.337851478010094,12.722638788752704,0.31225666906993516,57.04710007,-135.3619995,US,
SJC,49978,0.15616871423426307,6.4297090719916765,17.46149505782544,9.491460242506703,0.06435831765977029,37.362452,-121.929188,US,
SJT,1067,0.1733833177132146,11.724461105904405,20.42277413308341,15.05220243673852,0.11096532333645737,31.35770035,-100.4960022,US,
SJU,34804,0.24296057924376507,18.038587518676014,27.308065164923573,17.554910355131593,0.18654177680726353,18.4394,-66.001801,PR,
SLC,112250,0.16611135857461024,9.094138084632517,14.144782182628063,10.989702449888643,0.06149487750556793,40.78886,-111.979866,US,
SLN,693,0.17027417027417027,13.505050505050505,15.306060606060607,13.595959595959595,0.07922077922077922,38.79100037,-97.65219879,US,
SMF,54544,0.17605969492519802,9.032689205045468,19.099528820768555,9.047887943678498,0.0807843209152244,38.6954,-121.591003,US,
SMX,106,0.3113207547169811,40.509433962264154,17.16132075471698,11.450000000000001,0.15,34.898899,-120.457001,US,
SNA,42985,0.18152844015354194,10.458392462486914,18.533092939397463,8.460711876235896,0.04847737582877749,33.675063,-117.869281,US,
SPI,105,0.37142857142857144,24.0,11.263809523809524,13.42095238095238,0.10285714285714284,39.844101,-89.677902,US,
SPN,364,0.06593406593406594,-1.2142857142857142,28.257692307692306,24.405494505494506,0.18324175824175826,15.119384,145.728848,MP,OC
SPS,712,0.14606741573033707,11.563202247191011,20.177668539325843,15.188061797752809,0.08230337078651685,33.9888,-98.491898,US,
SRQ,15586,0.18856666238932376,12.790260490183497,22.682503528807903,15.27073014243552,0.15107789041447453,27.394631,-82.554359,US,
STC,147,0.17006802721088435,11.414965986394558,5.335374149659864,14.37687074829932,0.03877551020408163,45.5466,-94.059898,US,
STL,64767,0.21276267234857257,11.747896305217163,15.808258835518087,12.100742662158199,0.15678354717680298,38.748697,-90.370003,US,
STS,3664,0.19159388646288208,10.419213973799126,18.782423580786027,8.45870633187773,0.1581877729257642,38.50899887,-122.8130035,US,
STT,5389,0.2197068101688625,17.67897569122286,27.36496567081091,23.1035813694563,0.1624420115049174,18.337091,-64.977251,VI,
STX,1179,0.263782866836302,25.657336726039016,28.642408821034778,21.708905852417303,0.16344359626802377,17.701413,-64.802608,VI,
SUN,1977,0.12139605462822459,9.699544764795144,6.989124936772888,10.195700556398585,0.05756196256954982,43.50439835,-114.2959976,US,
SUX,715,0.18181818181818182,18.974825174825174,11.661538461538461,14.763076923076923,0.10727272727272728,42.397605,-96.382237,US,
SWF,417,0.2422062350119904,20.901678657074342,13.02589928057554,10.20503597122302,0.08393285371702638,41.50421,-74.108901,US,
SWO,713,0.13043478260869565,9.719495091164095,17.792145862552594,13.440813464235623,0.08597475455820476,36.162132,-97.085581,US,
SYR,13146,0.16704701049748974,9.825422181652213,11.28909934580861,10.249444698006998,0.16401186672752166,43.11119843,-76.10630035,US,
TLH,5986,0.16421650517875042,9.38623454727698,20.992198463080523,9.926645506181089,0.1813564984964918,30.401209,-84.35433,US,
TOL,370,0.25675675675675674,16.491891891891893,10.161621621621622,14.586756756756758,0.10054054054054055,41.5868,-83.8078,US,
TPA,76339,0.21506700375954624,14.268905801752709,23.336108673155266,12.771921298418894,0.14835667221210652,27.9755,-82.533203,US,
TRI,2223,0.14215024741340532,8.74718848403059,15.777777777777779,7.868600989653622,0.13162393162393163,36.475201,-82.407401,US,
TTN,1733,0.2567801500288517,14.964223889209464,12.787478361223313,10.913618003462204,0.14229659549913445,40.276699,-74.813499,US,
TUL,16954,0.14875545593960127,8.71564232629468,18.713111949982302,12.97348708269435,0.12618261177303292,36.197084,-95.886225,US,
TUS,18968,0.15668494306199915,8.76233656684943,22.163427878532268,11.915410164487557,0.050490299451708145,32.115004,-110.938053,US,
TVC,4035,0.20322180916976457,15.41635687732342,13.826047087980173,14.119132589838909,0.09499380421313507,44.741402,-85.582199,US,
TWF,698,0.06017191977077364,-1.174785100286533,11.653008595988538,14.119770773638969,0.042693409742120346,42.4818,-114.487999,US,
TXK,714,0.18907563025210083,16.973389355742295,19.24705882352941,10.415406162464986,0.15280112044817926,33.453701,-93.990997,US,
TYR,1058,0.19092627599243855,16.36767485822306,19.914555765595463,11.76436672967864,0.14659735349716446,32.35409927,-95.40239716,US,
TYS,15982,0.16637467150544363,9.890877236891503,16.91216994118383,8.524946815167064,0.1355587535977975,35.811001,-83.994003,US,
USA,685,0.3197080291970803,25.573722627737226,18.673284671532848,10.035474452554745,0.1643795620437956,35.387798,-80.709099,US,
VCT,618,0.14563106796116504,17.171521035598705,23.08462783171521,13.044012944983818,0.12718446601941746,28.8526001,-96.91850281,US,
VEL,52,0.09615384615384616,21.423076923076923,-3.167307692307692,4.088461538461538,0.01730769230769231,40.436214,-109.511661,US,
VLD,763,0.13892529488859764,8.36435124508519,20.196199213630408,9.842726081258192,0.1199213630406291,30.78249931,-83.27670288,US,
VPS,9760,0.19139344262295083,13.816188524590164,22.94189549180328,12.169098360655736,0.24936475409836067,30.481315,-86.515839,US,
WRG,710,0.12816901408450704,-1.536619718309859,8.479295774647888,8.769154929577466,0.26422535211267606,56.48429871,-132.3699951,US,
WYS,309,0.13268608414239483,12.239482200647249,20.03074433656958,12.761165048543688,0.062135922330097085,44.6884,-111.117996,US,
XNA,13722,0.17184083952776563,11.0005101297187,17.0061215566244,11.74685905844629,0.13374143710829325,36.281898,-94.306801,US,
XWA,1937,0.1713990707279298,18.46205472379969,7.7937016004130095,14.447547754259164,0.048477026329375325,48.260863,-103.75116,US,
YAK,699,0.15450643776824036,-3.783977110157368,6.2562231759656655,12.48969957081545,0.38197424892703863,59.508717,-139.660435,US,
YUM,1711,0.1163062536528346,8.831092928112215,26.76785505552309,9.86843950905903,0.002980713033313852,32.650938,-114.609375,US,
